Aï¿;TOTAL MATRï¿½CU;TOTAL MATRï¿½CULA MUJER;TOTAL MATRï¿½CULA HOMBR;TOTAL MATRï¿½CULA NO BINARIOS O INDEFINID;TOTAL MATRï¿½CULA PRIMER A;TOTAL MATRï¿½CULA MUJERES PRIMER A;TOTAL MATRï¿½CULA HOMBRES PRIMER A;TOTAL MATRï¿½CULA NO BINARIOS O INDEFINIDOS PRIMER A;CLASIFICACIï¿½N INSTITUCIï¿½N NIV;CLASIFICACIï¿½N INSTITUCIï¿½N NIV;CLASIFICACIï¿½N INSTITUCIï¿½N NIV;Cï¿½DIGO DE INSTITUCI;NOMBRE INSTITUCIï¿;ACREDITACIï¿½N INSTITUCION;REGIï¿;PROVINCIA;COMUNA;NOMBRE SEDE;NOMBRE CARRERA;ýREA DEL CONOCIMIENTO;CINE-F 1997 ï¿½R;CINE-F 1997 SUBAREA;ýREA CARRERA GENýRICA;CINE-F 2013 ï¿½R;CINE-F 2013 SUBAREA;NIVEL GLOBAL;CARRERA CLASIFICACIï¿½N NIVEL;CARRERA CLASIFICACIï¿½N NIVEL;MODALIDAD;JORNADA;TIPO DE PLAN DE LA CARRERA;DURACIï¿½N ESTUDIO CARRE;DURACIï¿½N TOTAL DE CARRE;Cï¿½DIGO CARRE;ACREDITACIï¿½N CARRE;TOTAL RANGO DE EDAD;RANGO DE EDAD 15 A 19 Aï¿½;RANGO DE EDAD 20 A 24 Aï¿½;RANGO DE EDAD 25 A 29 Aï¿½;RANGO DE EDAD 30 A 34 Aï¿½;RANGO DE EDAD 35 A 39 Aï¿½;RANGO DE EDAD 40 Y Mï¿½S Aï;RANGO DE EDAD SIN INFORMACIï¿;PROMEDIO EDAD CARRERA     ;PROMEDIO EDAD MUJER     ;PROMEDIO EDAD HOMBRE     ; PROMEDIO EDAD NO BINARIO ;TES MUNICIPAL;TES PARTICULAR SUBVENCIONADO;TES PARTICULAR PAGADO;TES CORP. DE ADMINISTRACIï¿½N DELEGA;TES SERVICIO LOCAL EDUCACION;TOTAL TES;% COBERTURA TES;TIPO ESTABLECIMIENTO HC;TIPO ESTABLECIMIENTO TP;CLAS_EST ADULTO;CLAS_EST JOVEN
MAT_2025;7;4;3;;;;;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Biobï¿;CONCEPCION;CONCEPCION;SEDE CONCEPCION;PERSONAL TRAINER;Educaciï¿;Servicios;Servicios Personales;Tï¿½cnico en Deporte, Recreaciï¿½n y Preparaciï¿½n ;Servicios;Servicios personales;Pregrado;Tï¿½cnico de Nivel Superi;Carreras Tï¿½cnic;Presencial;Vespertina;Plan Regular;4;4;I143S13C202J2V3;NO ACREDITADA;7;;3;1;1;1;1;;29,1;31,8;25,7;;3;2;1;;;6;85,70%;4;2;1;5
MAT_2025;21;21;;;;;;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Los Lagos;OSORNO;OSORNO;SEDE OSORNO;ASISTENTE DE PARVULOS;Educaciï¿;Educaciï¿;Formaciï¿½n de Personal Docente y Ciencias de la Educaci;Tï¿½cnico Asistente del Educador de Pï¿½rv;Educaciï¿;Educaciï¿;Pregrado;Tï¿½cnico de Nivel Superi;Carreras Tï¿½cnic;Presencial;Diurna;Plan Regular;5;5;I143S25C29J1V1;NO ACREDITADA;21;1;15;2;1;2;;;24,2;24,2;;;14;6;;;;20;95,20%;15;5;2;18
MAT_2025;1;1;;;;;;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Antofagasta;ANTOFAGASTA;ANTOFAGASTA;SEDE ANTOFAGASTA;TECNICO EN ENFERMERIA MENCION ONCOLOGIA;Salud;Salud y Servicios Sociales;Medicina;Tï¿½cnico en Enfermer;Salud y Bienestar;Salud;Pregrado;Tï¿½cnico de Nivel Superi;Carreras Tï¿½cnic;Presencial;Diurna;Plan Regular;5;5;I143S2C252J1V1;NO ACREDITADA;1;;1;;;;;;24;24;;;;1;;;;1;100,00%;1;;;1
MAT_2025;25;16;9;;1;;1;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Valparaï¿½;VALPARAISO;VIï¿½A DEL M;SEDE VIï¿½A DEL M;PREVENCION DE RIESGOS;Tecnologï¿;Servicios;Servicios de Seguridad;Tï¿½cnico en Prevenciï¿½n de Rie;Servicios;Servicios de Higiene y Salud Ocupacional;Pregrado;Tï¿½cnico de Nivel Superi;Carreras Tï¿½cnic;Presencial;Diurna;Plan Regular;5;5;I143S6C27J1V1;NO ACREDITADA;25;1;16;5;1;1;1;;24,6;26,3;21,6;;6;15;2;1;;24;96,00%;17;7;4;20
MAT_2025;20;15;5;;9;5;4;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Los Lagos;LLANQUIHUE;PUERTO MONTT;SEDE PUERTO MONTT;TECNICO EN MASOTERAPIA;Salud;Salud y Servicios Sociales;Medicina;Tï¿½cnico en Masoterap;Salud y Bienestar;Salud;Pregrado;Tï¿½cnico de Nivel Superi;Carreras Tï¿½cnic;Presencial;Diurna;Plan Regular;5;5;I143S12C124J1V1;NO ACREDITADA;20;5;9;4;;1;1;;24,5;25;22,8;;8;10;;;1;19;95,00%;11;8;1;18
MAT_2025;51;22;29;;;;;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;111;IP DUOC UC;ACREDITADA;Valparaï¿½;VALPARAISO;VALPARAISO;SEDE VALPARAISO;GASTRONOMIA;Administraciï¿½n y Comerc;Servicios;Servicios Personales;Tï¿½cnico en Gastronomï¿½a y Co;Servicios;Servicios personales;Pregrado;Tï¿½cnico de Nivel Superi;Carreras Tï¿½cnic;Presencial;Diurna;Plan Regular;5;5;I111S2C8J1V1;NO ACREDITADA;51;;36;10;4;;1;;23,8;23,8;23,8;;13;29;5;1;2;50;98,00%;42;8;8;42
MAT_2025;38;23;15;;23;13;10;;Centros de Formaciï¿½n Tï¿½c;Centros de Formaciï¿½n Tï¿½c;Centros de Formaciï¿½n Tï¿½c;367;CFT SAN AGUSTIN;ACREDITADA;Maule;LINARES;LINARES;SEDE LINARES;TECNICO EN TURISMO;Administraciï¿½n y Comerc;Servicios;Servicios Personales;Tï¿½cnico en Turismo y Hoteler;Servicios;Servicios personales;Pregrado;Tï¿½cnico de Nivel Superi;Carreras Tï¿½cnic;Presencial;Diurna;Plan Regular;5;5;I367S3C192J1V1;NO ACREDITADA;38;7;19;4;5;1;2;;24,6;26;22,4;;16;19;;;;35;92,10%;22;13;10;25
MAT_2025;26;22;4;;9;9;;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Maule;TALCA;TALCA;SEDE TALCA;TECNICO EN ODONTOLOGIA;Salud;Salud y Servicios Sociales;Medicina;Tï¿½cnico Dental y Asistente de Odontolog;Salud y Bienestar;Salud;Pregrado;Tï¿½cnico de Nivel Superi;Carreras Tï¿½cnic;Presencial;Diurna;Plan Regular;5;5;I143S22C92J1V1;NO ACREDITADA;26;2;12;9;2;1;;;24,1;24,2;23,5;;15;11;;;;26;100,00%;19;7;6;20
MAT_2025;6;4;2;;;;;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Metropolitana;SANTIAGO;CONCHALI;SEDE SANTIAGO NORTE;PREVENCION DE RIESGOS;Tecnologï¿;Servicios;Servicios de Seguridad;Tï¿½cnico en Prevenciï¿½n de Rie;Servicios;Servicios de Higiene y Salud Ocupacional;Pregrado;Tï¿½cnico de Nivel Superi;Carreras Tï¿½cnic;Presencial;Diurna;Plan Regular;5;5;I143S27C27J1V1;NO ACREDITADA;6;;5;;;1;;;23,5;20,5;29,5;;4;1;;1;;6;100,00%;5;1;1;5
MAT_2025;66;2;64;;21;;21;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SEDE BELLAVISTA;TECNICO EN SONIDO;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Tï¿½cnico en Soni;Artes y Humanidades;Artes;Pregrado;Tï¿½cnico de Nivel Superi;Carreras Tï¿½cnic;Presencial;Diurna;Plan Regular;4;4;I143S26C43J1V2;NO ACREDITADA;66;4;38;19;5;;;;23,5;29;23,4;;8;43;12;1;;64;97,00%;56;8;13;51
MAT_2025;245;202;43;;89;76;13;;Centros de Formaciï¿½n Tï¿½c;Centros de Formaciï¿½n Tï¿½c;Centros de Formaciï¿½n Tï¿½c;260;CFT SANTO TOMAS;ACREDITADA;Los Lagos;OSORNO;OSORNO;SEDE OSORNO;TECNICO EN ENFERMERIA;Salud;Salud y Servicios Sociales;Medicina;Tï¿½cnico en Enfermer;Salud y Bienestar;Salud;Pregrado;Tï¿½cnico de Nivel Superi;Carreras Tï¿½cnic;Presencial;Diurna;Plan Regular;5;5;I260S35C47J1V1;NO ACREDITADA;245;61;120;26;15;10;13;;23,8;24,2;22,2;;112;117;;2;1;232;94,70%;132;100;58;174
MAT_2025;126;120;6;;49;44;5;;Centros de Formaciï¿½n Tï¿½c;Centros de Formaciï¿½n Tï¿½c;Centros de Formaciï¿½n Tï¿½c;260;CFT SANTO TOMAS;ACREDITADA;Metropolitana;CORDILLERA;PUENTE ALTO;SEDE PUENTE ALTO;TECNICO EN PODOLOGIA CLINICA;Salud;Salud y Servicios Sociales;Medicina;Tï¿½cnico en Podolog;Salud y Bienestar;Salud;Pregrado;Tï¿½cnico de Nivel Superi;Carreras Tï¿½cnic;Presencial;Vespertina;Plan Regular;5;5;I260S47C119J2V1;NO ACREDITADA;126;1;4;2;15;22;82;;43,5;44;34,3;;23;47;;1;;71;56,30%;51;20;45;26
MAT_2025;279;214;65;;95;76;19;;Centros de Formaciï¿½n Tï¿½c;Centros de Formaciï¿½n Tï¿½c;Centros de Formaciï¿½n Tï¿½c;260;CFT SANTO TOMAS;ACREDITADA;La Araucanï¿;CAUTIN;TEMUCO;SEDE TEMUCO;TECNICO EN ENFERMERIA;Salud;Salud y Servicios Sociales;Medicina;Tï¿½cnico en Enfermer;Salud y Bienestar;Salud;Pregrado;Tï¿½cnico de Nivel Superi;Carreras Tï¿½cnic;Presencial;Diurna;Plan Regular;5;5;I260S11C47J1V1;NO ACREDITADA;279;53;175;31;15;2;3;;22,5;22,4;22,6;;94;149;;4;30;277;99,30%;143;134;43;234
MAT_2025;28;27;1;;28;27;1;;Centros de Formaciï¿½n Tï¿½c;Centros de Formaciï¿½n Tï¿½c;Centros de Formaciï¿½n Tï¿½cnica Estat;910;CFT DE LA REGION DE COQUIMBO;BAJO TUTELA;Coquimbo;ELQUI;ANDACOLLO;SEDE ANDACOLLO;TECNICO DE NIVEL SUPERIOR EN ENFERMERIA;Salud;Salud y Servicios Sociales;Medicina;Tï¿½cnico en Enfermer;Salud y Bienestar;Salud;Pregrado;Tï¿½cnico de Nivel Superi;Carreras Tï¿½cnic;Presencial;Diurna;Plan Regular;4;5;I910S6C13J1V1;NO ACREDITADA;28;4;4;1;4;7;8;;33,8;33,6;38;;14;2;;;6;22;78,60%;18;4;9;13
MAT_2025;21;8;13;;5;1;4;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;69;UNIVERSIDAD ALBERTO HURTADO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);DOCTORADO EN SOCIOLOGIA;Ciencias Sociales;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Ciencias Sociales y del Comportamiento;Doctorado en Ciencias Sociales;Ciencias Sociales, Periodismo e Informaciï¿;Ciencias Sociales y del Comportamiento;Posgrado;Doctorado;Doctorado;Presencial;Diurna;Plan Regular;8;8;I69S1C89J1V1;ACREDITADA;21;;;2;8;7;4;;38,3;44;34,8;;3;6;6;;;15;71,40%;14;1;;15
MAT_2025;11;6;5;;3;1;2;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;69;UNIVERSIDAD ALBERTO HURTADO;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);DOCTORADO EN DERECHO;Derecho;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Derecho;Doctorado en Derecho;Administraciï¿½n de Empresas y Derec;Derecho;Posgrado;Doctorado;Doctorado;Presencial;Diurna;Plan Regular;6;8;I69S1C600J1V1;ACREDITADA;11;;;3;3;5;;;33,2;32,8;33,6;;1;5;;;;6;54,50%;6;;;6
MAT_2025;59;43;16;;17;15;2;;Universidades;Universidades Privadas;Universidades Privadas;46;UNIVERSIDAD DE ACONCAGUA;NO ACREDITADA;Los Lagos;CHILOE;ANCUD;SEDE ANCUD;TECNICO NIVEL SUPERIOR EN ENFERMERIA;Salud;Salud y Servicios Sociales;Medicina;Tï¿½cnico en Enfermer;Salud y Bienestar;Salud;Pregrado;Tï¿½cnico de Nivel Superi;Carreras Tï¿½cnic;Presencial;Vespertina;Plan Regular;5;5;I46S17C60J2V1;NO ACREDITADA;59;10;20;13;7;4;5;;26,9;27,3;25,7;;13;42;;;;55;93,20%;29;26;19;36
MAT_2025;23;10;13;;5;1;4;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;78;UNIVERSIDAD DE TALCA;ACREDITADA;Maule;TALCA;TALCA;CASA CENTRAL (TALCA);DOCTORADO EN DERECHO;Derecho;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Derecho;Doctorado en Derecho;Administraciï¿½n de Empresas y Derec;Derecho;Posgrado;Doctorado;Doctorado;Presencial;Diurna;Plan Regular;8;8;I78S1C236J1V1;ACREDITADA;23;;;1;9;4;9;;38,9;37,5;40;;6;7;2;;;15;65,20%;15;;;15
MAT_2025;37;18;19;;7;3;4;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;72;UNIVERSIDAD DE VALPARAISO;ACREDITADA;Valparaï¿½;VALPARAISO;VALPARAISO;CASA CENTRAL (VALPARAISO);DOCTORADO EN ESTUDIOS INTERDISCIPLINARIOS SOBRE PENSAMIENTO, CULTURA Y SOCIEDAD;Humanidades;Humanidades y Artes;Humanidades;Doctorado en Humanidades;Artes y Humanidades;Humanidades;Posgrado;Doctorado;Doctorado;Presencial;Diurna;Plan Regular;8;8;I72S1C540J1V1;ACREDITADA;37;;;;7;7;23;;40;38,7;41,2;;5;3;12;;;20;54,10%;18;2;;20
MAT_2025;16;5;11;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;87;UNIVERSIDAD DE CONCEPCION;ACREDITADA;Biobï¿;CONCEPCION;CONCEPCION;CASA CENTRAL;DOCTORADO EN CIENCIAS CON MENCION EN MANEJO DE RECURSOS ACUATICOS RENOVABLES;Ciencias Bï¿½sic;Ciencias;Ciencias de la Vida;Doctorado en Ciencias Bï¿½sic;Ciencias naturales, matemï¿½ticas y estadï¿½s;Medio Ambiente;Posgrado;Doctorado;Doctorado;Presencial;Diurna;Plan Regular;8;8;I87S1C540J1V1;ACREDITADA;16;;1;1;5;4;5;;37,2;35;38,2;;1;2;;;;3;18,80%;3;;;3
MAT_2025;8;3;5;;;;;;Universidades;Universidades Privadas;Universidades Privadas;2;UNIVERSIDAD FINIS TERRAE;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;CASA CENTRAL (SANTIAGO);DOCTORADO EN CIENCIAS DEL EJERCICIO;Educaciï¿;Servicios;Servicios Personales;Doctorado en Educaciï¿;Servicios;Servicios personales;Posgrado;Doctorado;Doctorado;Presencial;Diurna;Plan Regular;8;8;I2S1C506J1V1;ACREDITADA;8;;;2;3;2;1;;33,8;31;35,4;;;5;1;1;;7;87,50%;6;1;;7
MAT_2025;16;5;11;;3;2;1;;Universidades;Universidades Privadas;Universidades Privadas;31;UNIVERSIDAD AUTONOMA DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;PROVIDENCIA;CAMPUS PROVIDENCIA;DOCTORADO EN DERECHO;Derecho;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Derecho;Doctorado en Derecho;Administraciï¿½n de Empresas y Derec;Derecho;Posgrado;Doctorado;Doctorado;Presencial;Diurna;Plan Regular;8;8;I31S4C188J1V2;ACREDITADA;16;;;;4;4;8;;39,9;40,2;39,7;;;6;2;;;8;50,00%;8;;;8
MAT_2025;3;1;2;;;;;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;71;UNIVERSIDAD DE SANTIAGO DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;ESTACION CENTRAL;CASA CENTRAL (SANTIAGO);DOCTORADO EN CIENCIA CON MENCION EN FISICA;Ciencias Bï¿½sic;Ciencias;Ciencias Fï¿½sic;Doctorado en Ciencias Bï¿½sic;Ciencias naturales, matemï¿½ticas y estadï¿½s;Ciencias Fï¿½sic;Posgrado;Doctorado;Doctorado;Presencial;Diurna;Plan Regular;8;8;I71S1C8J1V1;ACREDITADA;3;;;1;2;;;;30;30;30;;1;;;;;1;33,30%;1;;;1
MAT_2025;4;1;3;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;87;UNIVERSIDAD DE CONCEPCION;ACREDITADA;Biobï¿;CONCEPCION;CONCEPCION;CASA CENTRAL;DOCTORADO EN MATEMATICA;Ciencias Bï¿½sic;Ciencias;Matemï¿½ticas y Estadï¿½st;Doctorado en Ciencias Bï¿½sic;Ciencias naturales, matemï¿½ticas y estadï¿½s;Matemï¿½ticas y Estadï¿½st;Posgrado;Doctorado;Doctorado;Presencial;Diurna;Plan Regular;8;8;I87S1C331J1V1;ACREDITADA;4;;1;1;1;1;;;29,5;38;26,7;;;1;;;;1;25,00%;1;;;1
MAT_2025;19;12;7;;;;;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;87;UNIVERSIDAD DE CONCEPCION;ACREDITADA;Biobï¿;CONCEPCION;CONCEPCION;CASA CENTRAL;DOCTORADO EN LITERATURA LATINOAMERICANA;Humanidades;Humanidades y Artes;Humanidades;Doctorado en Humanidades;Artes y Humanidades;Idiomas;Posgrado;Doctorado;Doctorado;Presencial;Diurna;Plan Regular;8;8;I87S1C330J1V1;ACREDITADA;19;;;3;6;3;7;;36,7;35,1;39,6;;3;5;1;;;9;47,40%;9;;;9
MAT_2025;37;31;6;;16;13;3;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;ýuble;DIGUILLIN;CHILLAN;SEDE CHILLAN;TECNICO EN ENFERMERIA;Salud;Salud y Servicios Sociales;Medicina;Tï¿½cnico en Enfermer;Salud y Bienestar;Salud;Pregrado;Tï¿½cnico de Nivel Superi;Carreras Tï¿½cnic;Presencial;Diurna;Plan Regular;5;5;I143S33C34J1V1;NO ACREDITADA;37;6;22;7;1;1;;;22,7;22,3;24,7;;6;25;;4;;35;94,60%;20;15;7;28
MAT_2025;39;11;28;;4;1;3;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;78;UNIVERSIDAD DE TALCA;ACREDITADA;Maule;TALCA;TALCA;CASA CENTRAL (TALCA);DOCTORADO EN CIENCIAS, MENCION MODELADO DE SISTEMAS QUIMICOS Y BIOLOGICOS;Ciencias Bï¿½sic;Ciencias;Ciencias Fï¿½sic;Doctorado en Ciencias Bï¿½sic;Ciencias naturales, matemï¿½ticas y estadï¿½s;Ciencias Fï¿½sic;Posgrado;Doctorado;Doctorado;Presencial;Diurna;Plan Regular;8;8;I78S1C349J1V1;ACREDITADA;39;;4;17;17;;1;;28,9;29,1;28,9;;13;17;;;;30;76,90%;28;2;1;29
MAT_2025;16;9;7;;3;3;;;Universidades;Universidades Privadas;Universidades Privadas;10;UNIVERSIDAD MAYOR;ACREDITADA;Metropolitana;SANTIAGO;HUECHURABA;SEDE HUECHURABA;DOCTORADO EN ECOLOGIA INTEGRATIVA;Ciencias Bï¿½sic;Ciencias;Ciencias de la Vida;Doctorado en Ciencias Bï¿½sic;Ciencias naturales, matemï¿½ticas y estadï¿½s;Medio Ambiente;Posgrado;Doctorado;Doctorado;Presencial;Diurna;Plan Regular;8;8;I10S6C722J1V1;ACREDITADA;16;;;4;4;4;4;;35,1;36,4;33,4;;3;2;2;1;;8;50,00%;7;1;;8
MAT_2025;40;23;17;;6;2;4;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;DOCTORADO EN CIENCIAS SOCIALES;Ciencias Sociales;Ciencias Sociales, Enseï¿½anza Comercial y Derec;Ciencias Sociales y del Comportamiento;Doctorado en Ciencias Sociales;Ciencias Sociales, Periodismo e Informaciï¿;Ciencias Sociales y del Comportamiento;Posgrado;Doctorado;Doctorado;Presencial;Diurna;Plan Regular;8;8;I70S1C517J1V1;ACREDITADA;40;;;2;14;12;12;;37,3;37,6;36,9;;6;13;6;;;25;62,50%;24;1;;25
MAT_2025;8;;8;;8;;8;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;143;IP AIEP;ACREDITADA;Lib. Gral. B. O'Higgins;CACHAPOAL;RANCAGUA;SEDE RANCAGUA;INGENIERIA EN INFORMATICA;Tecnologï¿;Ciencias;Informï¿½ti;Ingenierï¿½a en Computaciï¿½n e Informï;Tecnologï¿½a de la Informaciï¿½n y la Comunicaciï¿½n;Tecnologï¿½a de la Informaciï¿½n y la Comunicaciï¿½n;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;Presencial;Vespertina;Plan Regular;8;8;I143S9C15J2V2;NO ACREDITADA;8;4;;3;;1;;;23,4;;23,4;;4;4;;;;8;100,00%;7;1;1;7
MAT_2025;160;52;108;;45;15;30;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;78;UNIVERSIDAD DE TALCA;ACREDITADA;Maule;TALCA;TALCA;CASA CENTRAL (TALCA);INGENIERIA CIVIL EN BIOINFORMATICA;Tecnologï¿;Ciencias;Informï¿½ti;Otras Ingenierï¿½as Civil;Tecnologï¿½a de la Informaciï¿½n y la Comunicaciï¿½n;Tecnologï¿½a de la Informaciï¿½n y la Comunicaciï¿½n;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;11;11;I78S1C294J1V1;NO ACREDITADA;160;40;95;22;2;1;;;21,6;21,5;21,6;;57;92;8;1;;158;98,80%;125;33;;158
MAT_2025;768;563;205;;180;146;34;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;3;UNIVERSIDAD DIEGO PORTALES;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;CASA CENTRAL (SANTIAGO);DISEï¿;Arte y Arquitectura;Humanidades y Artes;Artes;Diseï¿;Artes y Humanidades;Artes;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I3S1C67J1V1;NO ACREDITADA;768;185;506;68;7;2;;;21,5;21,2;22,1;;114;428;201;15;2;760;99,00%;701;59;13;747
MAT_2025;261;157;104;;74;44;30;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;34;UNIVERSIDAD DE LOS ANDES;ACREDITADA;Metropolitana;SANTIAGO;LAS CONDES;CASA CENTRAL (SANTIAGO);MEDICINA;Salud;Salud y Servicios Sociales;Medicina;Medicina;Salud y Bienestar;Salud;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;12;12;I34S1C41J1V2;ACREDITADA;261;107;154;;;;;;19,8;19,8;19,8;;5;13;242;;;260;99,60%;260;;;260
MAT_2025;217;174;43;;32;28;4;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;91;UNIVERSIDAD CATOLICA DEL NORTE;ACREDITADA;Coquimbo;ELQUI;COQUIMBO;SEDE COQUIMBO;ENFERMERIA;Salud;Salud y Servicios Sociales;Medicina;Enfermerï¿;Salud y Bienestar;Salud;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I91S2C104J1V1;NO ACREDITADA;217;42;154;19;1;;1;;21,4;21,4;21,6;;35;133;33;;16;217;100,00%;202;15;;217
MAT_2025;526;402;124;;100;73;27;;Universidades;Universidades CRUCH;Universidades Privadas CRUCH;87;UNIVERSIDAD DE CONCEPCION;ACREDITADA;Biobï¿;CONCEPCION;CONCEPCION;CASA CENTRAL;ENFERMERIA;Salud;Salud y Servicios Sociales;Medicina;Enfermerï¿;Salud y Bienestar;Salud;Pregrado;Profesional Con Licenciatura;Carreras Profesionales;Presencial;Diurna;Plan Regular;10;10;I87S1C38J1V1;ACREDITADA;526;122;380;20;3;;1;;21,2;21,2;21,3;;122;313;50;8;29;522;99,20%;493;29;2;520
MAT_2025;23;13;10;;4;1;3;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;DOCTORADO EN FARMACOLOGIA;Ciencias Bï¿½sic;Ciencias;Ciencias de la Vida;Doctorado en Ciencias Bï¿½sic;Ciencias naturales, matemï¿½ticas y estadï¿½s;Ciencias Biolï¿½gicas y Afin;Posgrado;Doctorado;Doctorado;Presencial;Diurna;Plan Regular;8;8;I70S1C516J1V1;ACREDITADA;23;;2;6;8;5;2;;31,7;33,6;29,3;;7;11;;;;18;78,30%;17;1;;18
MAT_2025;30;11;19;;9;2;7;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;DOCTORADO EN BIOQUIMICA;Ciencias Bï¿½sic;Ciencias;Ciencias de la Vida;Doctorado en Ciencias Bï¿½sic;Ciencias naturales, matemï¿½ticas y estadï¿½s;Ciencias Biolï¿½gicas y Afin;Posgrado;Doctorado;Doctorado;Presencial;Diurna;Plan Regular;8;8;I70S1C515J1V1;ACREDITADA;30;;1;11;11;5;2;;31,5;31,8;31,3;;4;11;8;1;;24;80,00%;22;2;;24
MAT_2025;35;1;34;;4;;4;;Universidades;Universidades CRUCH;Universidades Estatales CRUCH;70;UNIVERSIDAD DE CHILE;ACREDITADA;Metropolitana;SANTIAGO;SANTIAGO;SANTIAGO;DOCTORADO EN INGENIERIA ELECTRICA;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Doctorado en Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Ingenierï¿½a y Profesiones Afin;Posgrado;Doctorado;Doctorado;Presencial;Diurna;Plan Regular;8;8;I70S1C514J1V1;ACREDITADA;35;;;10;17;1;7;;33,1;33;33,1;;5;10;7;1;;23;65,70%;22;1;;23
MAT_2025;441;85;356;;113;26;87;;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;111;IP DUOC UC;ACREDITADA;Metropolitana;CORDILLERA;PUENTE ALTO;SEDE PUENTE ALTO;INGENIERIA EN CONSTRUCCION;Tecnologï¿;Ingenierï¿½a, Industria y Construcci;Arquitectura y Construcciï¿;Ingenierï¿½a en Construcci;Ingenierï¿½a, Industria y Construcci;Arquitectura y Construcciï¿;Pregrado;Profesional Sin Licenciatura;Carreras Profesionales;Presencial;Vespertina;Plan Regular;8;8;I111S12C104J2V2;NO ACREDITADA;441;35;131;94;85;52;44;;28,9;29,2;28,8;;117;254;4;16;;391;88,70%;223;168;106;285
